,Comments,Quality,Difficulty,Dates,TeacherID
298,"Great teacher, well prepared, lectures often atmospheric",5.0,3.0,"Jul 1st, 2012",620209
299,"Had Dilley in his first semester at the U of Iowa. His lectures covered the Christianity section of the class. I found them to be very boring. Also, don't take notes off his slides, just take notes from what he says in lecture. Before finals week this semester, he posted all his powerpoint slides. In summary, take notes over what he says out loud.",2.5,2.0,"Dec 16th, 2011",620209
300,"OOH, he is so AWESOME!  And SOOOOOOOOOO ridiculously good-looking.",5.0,5.0,"Feb 23rd, 2011",620209
301,"Paul rules!!!  Best teacher I've ever had.  He REALLY, really knows his stuff.  I never realized how much religious history affects everything, until I took his class.",5.0,3.0,"Jul 5th, 2008",620209
302,What a great teacher! I was lucky to take his class.,5.0,3.0,"Nov 25th, 2005",620209
303,"Paul rules!  Not only does he know everything, but he's really cool and easy to talk to during office hours.  One of the best TA's I've ever had, seriously.",5.0,2.0,"May 15th, 2005",620209
304,ok class could have been better,1.0,1.0,"Sep 26th, 2018",2099644
305,Senior capstone project for mechanical engineers. Not a good class for Prof. Dollar to teach. He always seemed to think his ideas were better than the project teams.,2.0,5.0,"Jan 12th, 2016",2099644
306,"Toni is a great teacher! She is fun, ""cool"" and inspiring. I would definitely take her class again! ",5.0,3.0,"Jan 16th, 2015",973265
307,Toni's a remarkable instructor if you're willing to put in the work. (Be willing to put in the work!),4.5,3.0,"Apr 2nd, 2008",973265
308,"An incredibly selfish, ineffectual, and unhelpful woman. Egotistical, foolhardy, and garrulous without being either witty or interesting.",1.0,2.0,"Apr 5th, 2007",973265
309,"Ayala is such a sweetheart. I already miss her! She taught intro Hebrew very, very well. It is a difficult class, with lots of homework, but is very rewarding. I highly recommend taking a class with Ayala if given the chance.",5.0,3.0,"Dec 23rd, 2012",342746
310,"Ayala is extremely helpful and teaches Hebrew in a way that is very easy to comprehend for beginners like myself. The class is fairly intensive with 1-2 hours of homework each night, but she grades very fair. Her tests and quizzes are very fair as long as you have put in the time to study. The class is not a struggle, but it is also far from easy.",5.0,2.0,"Nov 29th, 2012",342746
311,"A really great Lit prof. Most of the people in my class loved him. He is very knowledgeable about languages (Latin, ancient Greek, French, Italian) which was really cool and useful since we were studying translated texts. Really sweet, kind, and caring, and occasionally hilarious,  but people were shocked (in a bad way) at their first essay grades.",5.0,4.0,"Nov 25th, 2016",285029
312,"good dude, just is unclear in teaching some things, also he doesnt explain so well what things are. like what the hell is a binomial pdf. i dont know now but i can probably show you the math behind it.",2.5,3.0,"Nov 5th, 2012",1301161
313,He's the man,5.0,3.0,"Apr 19th, 2013",1715339
314,pretty hard class,1.0,5.0,"Jul 20th, 2016",683458
315,No Comments,5.0,3.0,"Mar 20th, 2008",683458
316,"He is tough but never ad hominem. Very demanding and his theories are rigorous, so his courses are not for everybody but the experience is extremely rewarding. A great mind indeed.",5.0,5.0,"Mar 21st, 2016",1827519
317,"Sharp and tough but fair. Loves talking about himself but he is very committed and treats students as responsible adults and  mature interlocutors, not weak children to be coddled. He sets high standards for all, himself included, and he does his part so he expects the same from the students. A great mind and a demanding yet generous professor.",4.0,5.0,"Mar 19th, 2016",1827519
318,Pure brilliance. Peter Eisenman is a legend. Yale students are so lucky to have him teach in the School of Architecture.,4.0,4.0,"Jul 1st, 2013",1827519
319,"Dr. Elbousty is one of the most amazing professors I had at Yale. He is a very smart and hardworking professor. He is always available to help with anything. I was one of the NELC majors, and by far the is the best advisor and professor I ever had. If you want to learn, take his class.",5.0,3.0,"Jun 19th, 2021",2673947
320,"As far as I recall, there was not even ONE time over the past two years when I left from his class not smiling or not looking forward to the next class, even on days when we had exams! It is easy to say that he remains to be the best professor I came across at Yale! I really look forward to taking more classes with him over the next couple of years",5.0,4.0,"Jun 19th, 2021",2673947
321,Dr Elbousty always goes out of his way to assist his students and is a model of how every professor should be. It is also amazing how he remains in his office until around 11:30 pm nearly on a daily basis! His doors are always open for his students and he encourages us to use office hours if we have any issues. He made us fall in love with Arabic!,5.0,4.0,"Jun 19th, 2021",2673947
322,Mr. Elbousty teaches the content in a very engaging manner and you get so much out of every class. The feedback you receive throughout this course is very clear and constructive. It was my favorite class this semester since you read a variety of literature from across the Arab World. The best way to learn Arabic in a stress-free and safe space.,5.0,4.0,"Jun 19th, 2021",2673947
323,"Unlike other classes where teachers try to cram as much content into the course, Prof. Elbousty's flexible teaching manner sets him apart from all other instructors I've had at Yale. What also makes him stand is that he is a well-regarded intellectual in the field and is known for his research. Literally a moving encyclopedia of Arabic Literature!!",5.0,4.0,"Jun 19th, 2021",2673947
324,Dr. Elbousty worked tirelessly to ensure that we all understood the details and vocab associated with the pieces we read. He taught us the power of interpretation where certain pieces of literature could be analyzed in a plethora of ways. Its amazing how creative hes and we all thoroughly enjoyed the writing and poem workshop he set up. The BEST!,5.0,4.0,"Jun 19th, 2021",2673947
325,"Professor Elbousty is with no doubt the best languages Professor at Yale and he is someone who makes you look forward to every single class. He also knows the art of teaching languages extremely well and follows a unique philosophy which is based on reading and writing, as opposed to focusing on the intricate and tedious grammatical structures.",5.0,4.0,"Jun 19th, 2021",2673947
326,The quality of teaching we received from Professor Elbousty was phenomenal. He knew his stuff extremely well and always came to class very prepared to deliver the material. What is amazing is that he loves to see our progress by tracking our journal entries. He goes well beyond what is required from a professor and always had his doors open for us!,5.0,3.0,"Jun 17th, 2021",2673947
327,"Amazing professor! I took three courses with him. If you are a student at Yale, you have to take his courses!!!!",5.0,4.0,"Jun 17th, 2021",2673947
328,"Dr. Elbousty is one of the most amazing professors I had at Yale. He is a very smart and hardworking professor. He is always available to help with anything. I was one of the NELC majors, and by far the is the best advisor and professor I ever had. If you want to learn, take his class.",2.0,1.0,"Mar 1st, 2021",2673947
329,"I just read that Mr. Elbousty won a teaching award at Yale, and I can only say that the fix was in. He was without question one of the least informative instructors I had at Yale. His classes are a joke, so if you want an easy grade without learning much, by all means take him. He doesn't even show up for many classes, so you won't need to either.",,,,2673947
330,"So boring and robotic. Eats in class, very distracting to students.",1.0,4.0,"Jun 18th, 2020",2606043
331,"Jay is very much an acquired taste. If you like or can get used to his style, you'll find that you can learn a lot from him and what you learn will benefit you for a long time. But if not, you may find him talkative, boastful (he is very clearly proud of everything he does), aloof and oblivious to his students' personal needs.",3.0,3.0,"Feb 11th, 2016",903083
332,"has a very stern personality and offers very little praise, feel like he thinks the meaner is to students, the better he is of a teacher, but really not happy with him",2.5,3.0,"Apr 22nd, 2013",903083
333,He's incredibly helpful. He will go out of his way to help any student who is willing to put the time in.,4.0,4.0,"Apr 22nd, 2011",903083
334,simply the best,5.0,1.0,"Feb 25th, 2016",1593050
335,"Genius of a man, a natural teacher. Workload was not too bad considering it's learning a second language and if you get a study buddy it helps remember the vocab.",5.0,1.0,"Jun 7th, 2012",1593050
336,Awesome! So down to earth and nice. Wish he taught every class!!,5.0,1.0,"Apr 29th, 2012",1593050
337,Goes through a broad range of environmental law with impressive speed and depth.  Able to provide examples from own experiences.  Engaging and nowhere near as dull as it sounds.  Professor is talented public speaker and encourage participation.,5.0,4.0,"May 5th, 2017",621652
338,"Great professor, knows a lot about the subject matter and is able to provide examples from personal experience.  Doesn't use powerpoint at all, but is an excellent speaker.  Encourages class participation and dissent.  Class could not be more relevant to modern environmental and sustainability challenges.",5.0,3.0,"May 5th, 2017",621652
339,I loved this class!,5.0,1.0,"Aug 31st, 2005",621652
340,Environmental Law Class = AMAZING but HARD,5.0,4.0,"May 17th, 2005",621652
341,,4.5,3.0,"Jul 8th, 2010",797040
342,"Michael Faison is clearly passionate about what he teaches, and he does a good job explaining the material and how it applies to the labs. Hes a lenient grader, and his humor helps captivate the class.",5.0,2.0,"Dec 11th, 2019",500262
343,"Michael Faison is clearly passionate about what he teaches, and he does a good job explaining the material and how it applies to the labs. Hes a lenient grader, and his humor helps captivate the class.",5.0,3.0,"Dec 10th, 2019",500262
344,Professor Faison is really great. I enjoyed his class a ton; he cares a lot about what he teaches and the man is absolutely hilarious.,1.0,5.0,"Jul 13th, 2012",500262
345,"If you're expecting help then you took the wrong class. Can't explain a concept to save his life. It would be nice if he showed up for office hours when he said he would. He never gives solutions on practice problems, so you're basically studying blind.He may know a lot about astro, but he has difficulty imparting that knowledge to his students.",1.5,4.0,"Jan 2nd, 2012",500262
346,"Expect to deal with the TAs and not him.  He is an overly picky grader.  I would recommend going with any other profesor to get a science credit.  That said, it's obvious that he really cares about astronomy.",1.0,4.0,"May 3rd, 2006",500262
347,He sucks,4.5,2.0,"May 2nd, 2006",500262
348,very interesting. he is super excited about astronomy and it's contagious. great teacher. easy tests.,4.5,1.0,"Apr 13th, 2005",500262
349,No Comments,,,,500262
350,"Words cannot describe how pompous, pretentious, and arrogant this man is. He is so malicious and cruel that I think he has a psychological problem. Beware this prof and his power trips.",1.5,4.0,"Jun 8th, 2009",163811
351,he's amazing; he incorporates art and literature into the history course and keeps everything interesting,5.0,4.0,"Mar 7th, 2008",163811
352,very well prepared for class and a great lecturer,5.0,3.0,"Aug 30th, 2006",163811
353,"Arrogant, crude, obnoxious, condescending.  That about says it all.",1.0,2.0,"Dec 28th, 2005",163811
354,"he plays favorites. you can write a horrible paper and get an A if he likes you. he doesn't even bother to read papers, just grades based on his opinion of you.  gives nothing in the way of written feedback, unless he's interested in trashing you. Avoid!  if you like sucking up and kissing ass, take this class.  otherwise, don't.",1.0,3.0,"Dec 23rd, 2005",163811
355,"He's a nasty jerk.  He plays favorites.  If he likes you, you're golden.  If you're not one of his pets, you will be held to a different standard.  He's just a jerky, immature turd.  He's a very hostile, angry person.  He takes his anger out on students  who can't fight back and who have never done anything wrong to him.  Wish I'd never taken this.",2.0,2.0,"Aug 2nd, 2005",163811
356,Best class I've ever taken!,5.0,5.0,"Mar 21st, 2005",163811
357,Worst class I have ever taken...stay away.,1.0,5.0,"Sep 10th, 2004",163811
358,No Comments,2.0,3.0,"Sep 3rd, 2003",163811
359,No Comments,2.0,2.0,"Mar 11th, 2003",163811
360,"Very vocab-heavy professor, so Quizlet is a good tool to use with his class. Great teacher, very fun and involved.",5.0,3.0,"Nov 27th, 2017",995048
361,"After four years at Yale, I can still say that he is simply the best teacher I have ever had!",5.0,3.0,"Jan 30th, 2010",995048
362,"Michael is amazing. If you take Italian, take his section.",5.0,4.0,"Dec 9th, 2009",995048
363,Very pompous; lacks teaching skills.  I feel like he has something to prove - he lacks depth and intelligence.  Hope Yale 'powers that be' decide to get rid of him soon - he's not a good representation of the school...,1.0,2.0,"Sep 24th, 2009",995048
364,"He will challenge you, but he is kind, helpful, and dedicated to helping you learn Italian. The best introductory language teacher I've ever had.",5.0,4.0,"Sep 2nd, 2009",995048
365,"Debra is amazing! Everyone should take one of her classes. The content is interesting, and shes very accommodating to her students needs and concerns. I loved that class and I loved her",5.0,2.0,"Oct 13th, 2020",2626496
366,"Debra is amazing! Everyone should take one of her classes. The content is interesting, and shes very accommodating to her students needs and concerns. I loved that class and I loved her",,,,2626496
367,Extremely erudite genius! Take him,5.0,4.0,"Feb 6th, 2010",1093213
368,"Professor Forster is a wonderful professor, his lectures are incredible. He is a generous and humorous, truly amazing professor and a true intellectual. A real credit to Yale and its Architecture School.",5.0,2.0,"Mar 25th, 2018",2113516
369,"A living encyclopedia and probably one of the most eloquent people in the world (in several languages, too). Dashing sartorial sensibility and sense of humor. Professor Forster is pure delight!",5.0,3.0,"Mar 21st, 2016",2113516
370,"Dr. Frame is, truthfully, the best professor i've ever had at Yale. In fact, he might be the best instructor i've ever had, ever. The amount of dedicaton he has for his students is awe-inspiring. I hope that he knows how much he means to all of his students, because he is such an inspiration to us all.",5.0,2.0,"Dec 19th, 2011",452116
371,"The kindest professor ever.  I was really lost in multivariable, and he volunteered to explain the concepts to me every week for 2 hours.  I am so grateful to him.",5.0,4.0,"May 9th, 2011",452116
372,"I loved Prof. Frame!  I'm really not that much of a math person, but math 115 wasn't too hard for me.",5.0,3.0,"Dec 25th, 2009",452116
373,"He's basically my mentor at Yale. Outside of being funny he's extremely clear and intelligent - take one of the other classes he teaches, i.e. one of the fractal geometry ones.",5.0,4.0,"Oct 11th, 2009",452116
374,Great! He explains concepts extremely well and is entertaining.,5.0,4.0,"Apr 14th, 2008",452116
375,"Professor Frame is the best professor I've had at Yale.  Math 120 is notorious for being a tough class, but Prof Frame teaches with amazing clarity.  He's also very helpful in office hours and review sessions.  If you have to take math120, only take his section!",5.0,3.0,"Jan 3rd, 2006",452116
376,"Excellent prof. On the exam dates students from the other sections asked him questions and finally understood. Very nice guy, brings humor to the classroom. But not too helpful outside of class.",4.5,4.0,"Aug 28th, 2004",452116
377,"I thought we might go to Paris in this class, but we didn't.  A great, small class with tons of attention from the professor.  We even took class trips to NYC to talk with folks who were black in Paris, visit various exhibits and just sit and eat.  A great course for anyone interested in film, literature, Af Am Studies and Paris.",5.0,5.0,"Oct 23rd, 2009",948072
378,"Professor Francis was a very clear and interesting lecturer.  She used the textbook, but wasn't confined to it and I know for a fact that she fiddled with the traditional syllabus to fit our interests and weaknesses.  I took the course on a whim and feel like I can't watch film in quite the same way.",5.0,4.0,"Oct 23rd, 2009",948072
379,"I had to take this course for my major and made the right choice to wait until Professor Francis taught it again.  She is a demanding lecturer in that she is not relying directly on the textbook, so you definitely need to pay attention. Great to have a thoughtful prof who doesn't read from his/her own textbook.",4.0,5.0,"Oct 23rd, 2009",948072
380,best film prof at yale hands down.  i agree that lecture is not her forte.  take a seminar with her.  itll blow your mind.,3.5,4.0,"Jul 17th, 2008",948072
381,"Terri Francis is just not lecturing material. If you take the class, be prepared to learn entirely from your TA and textbooks, because Terri uses recycled lecture slides that someone else made up. She gets confused or lost often, and goes around in circles. I feel I would have gotten a lot more out of the course had someone else taught it.",1.5,3.0,"Jan 15th, 2007",948072
382,Paul Frans is the nicest professor at Yale. His seminar is intellectually stimulating and very interesting. He gives great feedback and grades very fairly. I would definitely recommend him.,5.0,4.0,"Dec 7th, 2017",1697202
383,"Very intellectual, and of course demanding lots of paperwork. And don't bother him to ask for a recommendation letter. Beyond these, you should take his class.",4.0,4.0,"Oct 18th, 2017",1697202
384,Definitely a good professor in philosophy. Very informative. Super nice.,5.0,4.0,"Aug 1st, 2017",1697202
385,Hands down my favorite philosophy seminar at Yale.,4.5,3.0,"May 11th, 2014",1697202
386,"Paul Franks is an entirely useless professor. He gets annoyed that the class isn't as smart as he is (sorry, we're freshmen in a DS section that we didn't choose) and is rude and unhelpful when you meet with him. He is incredibly boring and unclear in class. All in all, avoid this awful prof.",1.5,4.0,"Mar 1st, 2012",1697202
387,Good professor!,5.0,1.0,"May 29th, 2019",747963
388,ITunes U lecture. Different perspective than my previous revolutionary history classes. Very good.,5.0,3.0,"May 27th, 2018",747963
389,"Take her. That's all I need to say, because once you get here you'll know why. 5 star professor. Hands down a history legend.",5.0,3.0,"Apr 21st, 2017",747963
390,"A very skilled teacher who structures the course clearly, giving signposts and recaps so students can see where each lecture is headed and how they fit together. She also has an engaging personality and sense of humour. Her in-depth knowledge allows her to introduce fascinating anecdotes and contemporary quotations which bring the period to life.",5.0,2.0,"Nov 12th, 2016",747963
391,"I learned a lot.   That said, Professor Freeman has several stylistic quirks that may have enhanced the lectures for some, but were distracting for me; the most distracting was her frequent enactment of short (1 to 15 second) parodies of the subjects under discussion, followed by a staccato high-pitched (but mercifully, short) laugh.  ( iTunes U)",4.0,1.0,"Dec 21st, 2015",747963
392,"Fantastic lectures, clear, engaging, brilliant. The perfect professor!",5.0,3.0,"Jul 11th, 2015",747963
393,She makes history fun!,5.0,4.0,"Jan 28th, 2015",747963
394,Very inspiring,5.0,1.0,"Nov 26th, 2014",747963
395,"One of the most engaging professors I've enountered in my long  life. My only negative comment is that, with the exception of an occasional delightful ad lib, she seems for the most part to be reading a scripted text.",5.0,1.0,"Jun 20th, 2014",747963
396,Excellent. Only flaw was Prof. Freeman's frequent somewhat forced laugh.,4.0,1.0,"Jan 7th, 2014",747963
397,Interesting Lady!,5.0,1.0,"May 17th, 2013",747963
398,Nice looking woman,5.0,1.0,"Apr 23rd, 2013",747963
399,"Doing this class on line and finding Professor Freeman one of the best educators I have had the privilege to learn from. Her enthusiasm, knowledge, passion to her subject is inspiring. I envy the students who witness this class in person.",5.0,1.0,"Feb 23rd, 2013",747963
400,I viewed a video clip that she did for a class I am taking.  Very helpful and a clear message was given. I love her laughter.,5.0,1.0,"Feb 7th, 2013",747963
401,"accessible, good at teaching, has some kind sense of humor",4.5,2.0,"Aug 10th, 2012",747963
402,"Very clear, accessible, and engaging.",5.0,2.0,"Nov 17th, 2005",747963
403,He never helps you and pretends to be too busy to meet with you. He makes you wait for half an hour before talking to you in office hours. He hates teaching and finds the material boring. He presents it in that way. It is really hard to understand the purpose of his lectures.,1.0,1.0,"Oct 31st, 2017",767144
404,"he was a nice guy and teaching was clear BUT he wasn't always around for his office hrs, doesn't put much effort into the class but it still turned out ok",4.0,2.0,"Mar 20th, 2007",767144
405,"This class was taught entirely by example.  Though a charming man, his teaching style was poor.  Explanations were needed and were sacrificed in favor of more sample problems.  In fact, the choice of textbook only provided example problems.  If you like example problems, take this class; otherwise, seek explanations elsewhere.",2.0,2.0,"Nov 29th, 2005",767144
406,"Never have I been so excited to listen to someone jumps from Descartes to Kant to Marx in an hour.  The lecture inspires, amazes and excites me as a student, and I can't wait to listen to more.",5.0,4.0,"Mar 2nd, 2017",672948
407,"He is an excellent teacher, with clear and expansive knowledge",4.0,3.0,"Nov 14th, 2014",672948
408,"interesting, knowledgeable, kind,",5.0,3.0,"Jul 26th, 2014",672948
409,Prof. Fry is an incredibly kind and generous professor. He is erudite without being overwhelming and is truly interested in furthering and nurturing his students' studies in poetry. Take his classes and think for yourself.,5.0,5.0,"Sep 11th, 2012",672948
410,"Fry's lectures are always fascinating and attention-keeping and liberally slathered with his erudition, though sometimes the structure of the lectures was unclear. I loved the class.",4.0,3.0,"Aug 31st, 2005",672948
411,The worst in the universe. Grading is ridiculous.,1.0,5.0,"Mar 8th, 2021",202334
412,"Ridiculously mean, unnecessarily harsh grading. Makes me want to give up science instead of igniting my passion.",1.0,5.0,"Mar 8th, 2021",202334
413,"General Chemistry Laboratory was honestly way too difficult and time consuming for a half a credit course. It was ridiculous that we did more work for that class than for General Chemistry. In addition, we had a lab report and quiz every single week (the reports were 10 pages long). Your grade in the class depended on the TA you got.",3.0,4.0,"Oct 18th, 2020",202334
414,"shocked to see so many 5.0's, there must be a concerted effort to bring his average up, a mercy he does not extend to the vast majority of his students. Unyielding, rigid, confusing, all of these things make his accessibility outside of class a moot point. Hoping future students can actually enjoy their first chem lab at yale, eventually.",1.0,4.0,"Feb 6th, 2020",202334
415,"very judgmental, he thinks that you know everthing but if dont he looks down on you. not understanding if you open up to him he will use that agents you. my high school teachers are better than him",2.0,3.0,"Jul 7th, 2019",202334
416,Unnecessarily picky grader.,2.0,5.0,"Nov 27th, 2017",202334
417,Rude/harsh grader,1.0,5.0,"Dec 13th, 2016",202334
418,Incredible professor. Can answer every question and makes a boring subject pretty enjoyable!,5.0,3.0,"Jul 10th, 2010",202334
419,Easy A if you do a little work.,4.0,1.0,"Mar 31st, 2010",202334
420,Excellent professor! Humorous and knows his stuff.,5.0,2.0,"Oct 25th, 2008",202334
421,"I love the way he says, ""can you believe?""",5.0,3.0,"Dec 17th, 2005",202334
422,i love this guy! he is so interested in what he is doing and always willing to help! plus the class is fun and easy minus the loooooong lab hours,4.0,1.0,"Dec 14th, 2005",202334
423,awesome guy.,5.0,2.0,"Jan 4th, 2005",202334
424,What an amazing teacher!!!,5.0,2.0,"Aug 7th, 2003",202334
425,I love this man!,5.0,2.0,"Jul 30th, 2003",202334
426,Best Teacher ever.,5.0,2.0,"Jul 23rd, 2003",202334
427,Great Teacher! Really helpful!,5.0,2.0,"Jul 22nd, 2003",202334
428,No Comments,5.0,2.0,"May 1st, 2003",202334
429,Nope,5.0,5.0,"Apr 3rd, 2018",2207767
430,Each of Garvin's lectures consists of a rote recitation of one of his text book chapters. He doesn't take student opinions seriously and is total know-it-all. His comments can be dated and offensive and his whole approach to planning is summed up in one word: private market reaction. Planning should be more than this and I feel short changed.,2.5,3.0,"Dec 14th, 2014",585650
431,"He is the country's leading expert on urban planning, and wrote the textbook used not only at Yale but in most other planning schools. The class is fascinating, eye-opening, and has a great deal of hands-on work. There's a reason it has been a Yale favorite for over 30 years (despite the fact that Prof. Garvin has big ego.)",5.0,3.0,"Dec 4th, 2011",585650
432,No Comments,5.0,3.0,"Jul 14th, 2006",585650
433,What a terribly narcissistic and offensive man.  His lectures merely repeat the plodding chapters of his book. He is dimissive of students' comments and generalizes their concerns to the point of caricature.,1.5,3.0,"Mar 26th, 2005",585650
434,"Sad, attention seeking academic who seems to feel its necessary to speak about his accomplishments to gain credibility. Non-stop name dropping and citing of his accomplishments just gets old. Not a terrible class, if you can succeed in overlooking his ego and need for self soothing reassurance.",2.0,3.0,"Oct 10th, 2017",894274
435,"Poor teaching skills, mediocre mathematician, dated syllabus, disorganised lecture, conceited, pompous, pretentious; thinks world revolves around him; no Nobel material--far from it!!  Spends most of his time ""cashing"" the Yale name in financial mkts.  Avoid if possible.",2.0,3.0,"Jul 6th, 2017",894274
436,I looked at his class from Open Yale Courses. Professor G. is a very high profile teacher. He is pretty clear in his explanation and he is a great source of inspiration. I strongly raccomand his lectures.,4.0,4.0,"Oct 17th, 2015",894274
437,"Is very poor in explaining the core concepts - does not separate the wheat from the chaff -  is never is clear as to where he is going - or where he is coming from -  Worse, speaks negatively  about his colleagues as if he is the only one who truly understands the subject - will never get the Nobel price he so clearly feels he deserves.",1.5,4.0,"Apr 24th, 2015",894274
438,"Funny, influental, intriguing",4.0,1.0,"Jan 21st, 2014",894274
439,"Just a word, 'genius' !",5.0,2.0,"Jul 12th, 2013",894274
440,Amazing professor. I looked at his class from Open Yale Courses and it is hands down brilliant and engaging.,4.5,4.0,"Jul 19th, 2012",894274
441,No Comments,2.0,1.0,"Sep 26th, 2006",894274
442,"If you want an easy class, choose a different professor.  If you want to learn the language, then you'll be hard pressed to find someone better.",4.5,4.0,"Jul 25th, 2013",861281
443,"He did not give the impression of wanting the students to succeed.  Even after things were explained I was clueless to do the assignments.  My only real question was what's the answer, and how do I figure it out.  He was completely useless in teaching the subject.  The only thing he succeeded in was destroying my already low self confidence.",1.0,5.0,"Mar 30th, 2015",835777
444,"Took him for an online library science course. He nitpicks about APA formatting, you get no other comments, just "" fix APA."" He doesn't help you when you ask him to tell you what errors you made. He also is a slow grader and will penalize you for arbitrary last-minute things that could have been prevented if he tried to open your paper earlier.",2.0,4.0,"May 27th, 2009",835777
445,"Worst of the worst.  An internet course, that I really wanted to take.  Not only was it really, really badly planned, but the feedback was non-existent.  The lectures, such as they were, were boring.  We were treated like children.",1.0,5.0,"Apr 20th, 2006",835777
446,AMAZING lecturer,5.0,4.0,"Apr 19th, 2008",61312
447,Such a fun course. I was not interested at all in taking the course and it was definitely one of the best experiences I had my freshmen year. Her grading is marvelous.,3.5,2.0,"Dec 29th, 2005",61312
448,"She speaks almost as beautifully as she writes--and I swear, I don't care how old she is, she's drop-dead gorgeous, too!  My best class ever.",5.0,5.0,"Aug 17th, 2005",61312
449,Enjoyed her lectures very much.  She's hot...,5.0,4.0,"Sep 3rd, 2003",61312
450,"great lectures, but work hard",4.5,3.0,"Jul 8th, 2003",61312
451,"Professor Gilmore is AMAZING!  She is a fantastic lecturer. I felt sorry when her lectures were over, they were so wonderful!",5.0,3.0,"Apr 4th, 2003",61312
452,No Comments,3.5,3.0,"Mar 28th, 2003",61312
453,No Comments,4.0,5.0,"Feb 19th, 2003",61312
454,"Great class, about a book a week, lots of class discussion.",3.5,2.0,"Jan 27th, 2013",940258
455,"He's a really nice guy, helpful, easy, understanding. Not the best teacher I've had. A lot of reading, mostly dense. Pop quizzes + small seminar = you have to go to class.",3.5,1.0,"Dec 22nd, 2006",940258
456,Amazing woman-- genuinely interested in teaching. Have kept in touch with her after graduating!,5.0,2.0,"Feb 13th, 2016",1129220
457,Prof. Granoff is intellectually incurious.,1.0,5.0,"Apr 19th, 2010",1129220
458,She was great and very appreciative of her students efforts. Was very observant too.,5.0,3.0,"Sep 11th, 2011",1521484
459,"I really wish Dr. Gray wasnt just a visiting professor. Incisive, clinical, pragmatic and surprisingly in touch with the future of psychiatric medicine.",5.0,4.0,"Nov 22nd, 2017",2268203
460,"3 thumbs up. Social/abnormal psych is killing all other dept offerings this year thanks to this hottie. Lectures are on point, meaningful, REAL, and funny as hell.",5.0,5.0,"Sep 21st, 2017",2268203
461,"The most relevant lectures I've had in three years at Yale. Offers the theory of a lifelong academic tempered by the feedback of a seasoned clinician. Great sense of humor and enormously engaging, but don't be fooled because he expects a LOT from students. Not a coasting class.",5.0,4.0,"Sep 20th, 2017",2268203
462,10/10 for smarts and hotness factor. Wish Dr. Gray was available for more courses.,5.0,4.0,"Sep 18th, 2017",2268203
463,"Easily one of my top 5 professors ever. Remarkably intelligent without pretense, and the most listenable accent ever. Lectures are relevant and engaging. Five stars x 100.",5.0,5.0,"Sep 18th, 2017",2268203
464,Intense discussions about difficult topics with a hard working professor that expects perfection.,4.0,5.0,"May 16th, 2017",655238
465,"He's an absolute whiz at choosing relevant reading. The way he conducts seminars will help you understand the finer points of every primary and secondary source you use. Very few sources will be written by those outside of the area of interest, geographically or temporally.",3.5,4.0,"Jul 11th, 2013",655238
466,"He tries really hard to be objective and also really knows his stuff. He's more on the quiet side but, again, really wonderful in how much effort he puts in making his class student-friendly. Love him!",4.5,3.0,"Mar 9th, 2006",655238
467,The best teacher I've had yet at Yale (I'm grad). Very nice guy and he really seems to be concerned with teaching unlike many others.,5.0,3.0,"Feb 23rd, 2006",655238
468,"Great professor, but needs to know more about Islam. Not all info given by him is true, but it's an easy A, no sweat.PuRePeRfEcTiOn",3.0,4.0,"Dec 19th, 2005",655238
469,She's pretty clear on the subject matter,4.0,3.0,"Jan 18th, 2018",1393008
470,none,5.0,1.0,"Apr 15th, 2010",1393008
471,"Inspirational teacher, has a superb knowledge of design and creating beautiful spaces. Sophia has a energetic personality and is at times dramatically creative. So if you want to truly enjoy her class, be out there, try to be creative and have an open mind because you'll work well with Sophia. If you're pure logic though then try a different class.",5.0,3.0,"Oct 23rd, 2016",135138
472,"Sophia inspired within the class, a profound fascination with the difficult and largely lost art of descriptive and projective geometry. Although she knew the material very well, she was eager to find points withing the students weekly work, to add to that knowledge base. Great program, great course, awesome professor!",2.5,4.0,"Mar 10th, 2010",135138
473,"Took her des 1 class at nyit. awesome. Sometimes a little confused. Her recomendations on drawings were a little off when it came to crit time. ""makeing our drawings look like cartoons"" But over all she jumpstarts an awesome competetive level amongst class mates. Her enthusiasm is evident in every class. Does not take tardines very well b on time",4.0,3.0,"Jan 9th, 2008",135138
474,Astonishingly opaque. Does she understand herself?,1.0,2.0,"Nov 13th, 2005",135138
475,"Her descriptions of how to construct drawings are not perfect, at all.  But this is well outweighed by her excitement for the material, and ability to prod students",4.0,1.0,"Sep 29th, 2005",135138
476,VEry nice legs...funny.   From Matt,3.0,3.0,"Apr 17th, 2003",135138
477,"Fun class, great assignments",4.5,4.0,"Feb 18th, 2003",135138
478,Great professor who cares about his students,5.0,3.0,"Aug 21st, 2010",543308
479,"One of the best professors I've ever had. He really cares about students, and he takes the time to understand where you're coming from and how to improve. I'm a much better writer because of him. Also, he's a lot of fun if you get to know him.",5.0,3.0,"Apr 15th, 2008",543308
480,You'll learn a lot,4.5,4.0,"Dec 29th, 2005",543308
481,"His class is very fun and even though 114 covered nonfiction, he chose readings that were still fun and educational. If you want to work on your writing skills, he is definitely the professor to go to.",5.0,3.0,"Jul 9th, 2005",543308
